review,sentiment
"This film concerns a very young girl, Cassie, (Melissa Sagemiller) who leaves her family and heads off to become a college freshman. One night Cassie and her friends decide to go to a wild party with plenty of drinking and dancing and Cassie is riding with her boyfriend who she likes but never told him she loved him. As Cassie was driving, a car was stopped in the middle of the road and she was unable to avoid an accident and as a result there is a bloody loss of lives along with her boyfriend. Cassie becomes very emotionally upset and has nightmares which cause her to have hallucinations about her boyfriend coming back to life and encounters men trying to murder her and she is struggling to find out who her real friends are, who wants her dead and will she survive this entire horror ordeal. Cassie dreams she is being made love to by her boyfriend after he died and finds another guy in her bed and is told she was asking him to make love. This is a way out film, and not very good at all.",negative
"Until I saw this film, ""life is beautiful"" was my favourite film of all time. This film is everything a great film should be. Great script, unsurpassed acting and direction that neither approaches the sentimentalism the subject tempts nor leaves it without the emotional impact it demands. This film contains the taste that could not come from Hollywood and lacks the pretencion that would come from France. A wonderful movie even above the calibre I have come to expect when I see the handmade films logo come up. I need not go into detail as the previous posts encompass everything why this movie has to be seen by everyone on this planet.",positive
"A poorly-paced sf/horror venture that takes itself much too seriously, memorable only for (a) the beautiful Mathilda May wandering around naked through the chaos and (b) terrible miscasting. It has a few mildly gruesome effects and startling moments, and some unintentionally funny scenes, but is mostly a waste of time.",negative
There are plenty of reviews on this page that will explain this movie's details far more eloquently than I could; but I would like to offer a simple review for those who occasionally go to the movies for more than entertainment. Raising Victor Vargas is so true you will believe it. This flick gets inside your head.,positive
"We bought this film from a shop called Poundland. We were looking for more inspiration as we have previously bought the film No Big Deal an remade it.<br /><br />We expected this film to be badly inspirational so that we might remake it and put it on the tube. HOWEVER, this was shocking. BORING is the main word that comes to mind. The bad effects and script aren't enough to make you watch it. The main woman's body seems to be whipped out at opportune moments in a pathetic attempt to keep the viewer interested. However, it just makes you wonder, did they blow the budget getting her to take her clothes off? If so, I'd have asked for a refund! It looks like a homemade film, the shots don't even correspond with each other and the camera work is so amateur it makes our remakes of bad movies look professional. I CANNOT believe that this is being sold as a marketable product.<br /><br />IT IS JUST BORING and UGLY to watch. The actors are bad and there is no degree of professionalism about it. There are no words to describe how terrible it is.",negative
"Part II or formerly known as GUERILLA, is also a great achievement but not quite as entertaining as PART I because this is where we begin to witness what might have caused the fall and death of Che Guevara. Once again, I'm impressed by the cause-and-effect that both parts have in their interconnecting stories. We're reminded again and again that the lead character, Che Guevara is an Argentine. Some of the men in Fidel's army chose not to take orders from a Foreigner and now that Che has chosen to leave the comfort of victory to continue the revolutionary in Bolivia, he doesn't get much respect from his new army and the natives either, only because he's a foreigner.<br /><br />As far as technical goes, I think Part II would've been more helpful if before everything else, right after the display of the map, it would show some highlights from the previous installment just to refresh memory about his characters and what he's set himself on doing, to make the audience understand why his methods was successful in Cuba but they don't work in Bolivia. It is clear now in this segment, that Che is not as charismatic as Fidel Castro. In Bolivia, he's dealing with a bunch of soldiers whose hearts are not fully in it. It's said that the ingredient for revolutionary is love.. well, they don't give a damn that much about their country so it's a tough sell. It's excruciatingly painful and difficult for Che to get the others to buy into his vision.<br /><br />I like one particular scene that illustrates Che's deteriorating condition, a scene in which his horse would not go no matter how badly Che tries to direct it, and then his temper took the better of him and for a moment there, he forgets he's a doctor, and he becomes this desperate soldier who's stabs his own horse. His army is like a horse that doesn't want to be led. But at the same time, the film drags, it relies on small cameos from familiar faces that you'll recognize just for the sake of brief entertainment and for the most part, you get pounded left and right by one obstacle after another, but maybe that is the intention of Part II, if so.. then it definitely works. Standing ovation to the cinematography that gives us a first person view at the moment of Che's last breath. This movie may not answer the questions of why Che Guevara was so stubborn, why he was so determined he could pull it off even wen the odds were against him and why he deeply wants South America to have the same fate as Cuba but the movie CHE is a story worth telling.",positive
"Well , of course everybody is entitled to have an opinion about a thing ...everything. The presentation was interesting : black and white movie , the year 1968 , students manifestations , general strike , youth , ideals, love.....etc. Sorry but I did not sense LOVE , ROMANCE . A lover who is all right that his girlfriend sleeps with no matter who ? That is love ? But not only that , the movie is very long and for no reason , I had to stop watching the movie several time because I simply lost interest. I waited for something to happen but .......NOTHING. The only thing I was impressed during the movie : Gypsy fiddler playing in the streets , yes that was nice. I do not think that art should be complicated , encrypted , hidden in secret meanings , confusing .Big disappointment and waste of time !",negative
"What a bad movie, the premise was all there, the actors were all there. And yet a believable plot, good dialogue, characters to relate to were somewhat missing.<br /><br />Typical heist gone wrong premise set against a backdrop of everyman being shafted by the system. The lead character Tye and his little brother have been having no luck and their house is going to be repossessed, along comes godfather Matt Dillon (Who does not look much older than Tye so not exactly sure how that happened)to the rescue with a plan to steal money from an armoured van which they work on as security guards. Tye has a brief flirtation with a conscience but decides to go along with it. And thus begins a truly awful hole ridden 30 minutes of unbelievable trash. I will not list all the ways in which this movie was unrealistic but let me point out the major ones:<br /><br />Because of Tye deciding to be a good guy because a homeless guy became collateral damage, all of his close friends including his godfather die. His godfather who is supposedly family and the man who brought him into the caper at the last minute to help him out dies because of Tye. Tye in the process of thwarting his friends and godfather destroys all the money. The money came from the same bank that was repossessing his house. And yet he chose it over the supposed family of Matt Dillon.<br /><br />There are many more, needless to say that this film was tripe and I earnestly hope nobody else goes to see it.",negative
"Well, not yet, at least.<br /><br />It's not listed in the worst 100...<br /><br />So let's all team up, and put it in it's rightful place.<br /><br />This is truly a bad movie. (And I liked Ishtar!) ;)",negative
"What a great cast for this movie. The timing was excellent and there were so many clever lines-several times I was still laughing minutes after they were delivered. I found Manna From Heaven to have some surprising moments and while there were things I was thinking would happen, the way they came together was anything but predictable. This movie is about hope and righting wrongs. I left the theater feeling inspired to do the right thing. Bravo to the Five Sisters.",positive
"Yes its an art... to successfully make a slow paced thriller.<br /><br />The story unfolds in nice volumes while you don't even notice it happening.<br /><br />Fine performance by Robin Williams. The sexuality angles in the film can seem unnecessary and can probably affect how much you enjoy the film. However, the core plot is very engaging. The movie doesn't rush onto you and still grips you enough to keep you wondering. The direction is good. Use of lights to achieve desired affects of suspense and unexpectedness is good.<br /><br />Very nice 1 time watch if you are looking to lay back and hear a thrilling short story!",positive
"SKELETON MAN was okay for the first 5 minutes but as soon as the so-called ""Special Force Agents"" hit the screen, it went down hill faster than a fat kid on a sled.<br /><br />The opening makes us think we might have a corny, yet fun, horror flick on our hands but no...the film makers ruin any hope of that when the ""Special Force Agents"" show up. I wish the screenwriter took a different route and had the ""Skeleton Man"" chase down some dim witted teenagers until one of them finally gets the upper hand. Instead, the ""Skeleton Man"" chases down some dim witted ""Special Force Agents"" and offs them until their Captain finally gets the upper hand.<br /><br />I know the whole ""stalking of dim witted teenagers by a killer"" thing as been done before but it would of been more suited for a movie like this.<br /><br />When the ""Skeleton Man"" finally does meet his ""so called"" demise, in a building that blows up, the Captain of the ""Special Force Agents"" is asked the following by a police officer outside of the building: ""What the hell happened in there?"" My answer to that question: ""Who the hell cares?""",negative
"Sorry, gave it a 1, which is the rating I give to movies on which I walk out or fall asleep. In this case I fell asleep 10 minutes from the end, really, really bored and not caring at all about what happened next.",negative
"Mario is invited to Princess Peach's castle for cake. When Mario gets there, he finds out that Bowser has kidnapped her! Mario must save the day again. Unlike the 2-D games, Mario can explore anything he wants to. He can just roam around, climb trees trying to look for 1-Ups, find secrets in levels, and more. You can spend four hours in one level. No time limits. There are 16 worlds, with a number of stages, and there are star doors, which you need a certain number of stars to get into. Once you get in these star doors, you must go through a stage and fight Bowser at the end of the stage. To get to certain worlds, you need a number of stars to get in. You enter the world by going through a painting. There is so much stuff to do and so many hours of gameplay, I don't see how anyone could dislike this game. It's great. This launch title is the game that insured gamers that the N64 would have a good life. Every 3D plat-form game we know of has something in common with SM64. Banjo Kazooie and Banjo Tooie are examples that are commonly used. Super Mario 64 is one of the greatest games in the history of 3D games. 10 out of 10. If you have an N64, buy this game. It's hard to find used, because no one's selling this baby for 5 bucks at the pawn shop. A perfect 10.",positive
"This is one of my all time favourites. All the actors do a great job. Comparing this movie to ""Lawrence of Arabia"" does no justice to both movies. ""The Wind and the Lion"" levels a much lower budget with fantastic actors portraying heartwarming characters in a heartwarming atmosphere. Action and beautiful pictures are provided as well, which all together guarantees a favourite movie to me.",positive
"This German horror film has to be one of the weirdest I have seen.<br /><br />I was not aware of any connection between child abuse and vampirism, but this is supposed based upon a true character.<br /><br />Our hero is deaf and mute as a result of repeated beatings at the hands of his father. he also has a doll fetish, but I cannot figure out where that came from. His co-workers find out and tease him terribly.<br /><br />During the day a mild-manner accountant, and at night he breaks into cemeteries and funeral homes and drinks the blood of dead girls. They are all attractive, of course, else we wouldn't care about the fact that he usually tears their clothing down to the waist. He graduates eventually to actually killing, and that is what gets him caught.<br /><br />Like I said, a very strange movie that is dark and very slow as Werner Pochath never talks and just spends his time drinking blood.",negative
"It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. <br /><br />This movie's theme is ""modern prostitution"", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's ""Hero"", but viewers can easily tell it's filmed in a cheap, elaborate set.<br /><br />The two sequences with Shiina Ringo's insert songs were really nice though, in mid-section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production.<br /><br />I believe the story felt very plain because the director failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece.",negative
"Now this is what I'm talking about. Finally, a low-budget horror outing that uses its limitations to its advantage. WENDIGO, while occasionally flawed, is a triumph of the imagination. Granted, it leans heavy on EVIL DEAD style camera moves for its moodiness, but it's still a damn sight better than 99% of direct to video dross.<br /><br />The story is pretty simple: a family takes a vacation at a remote cabin and are menaced by one particularly unhinged hunter. But director Larry Fessenden really knows how to build suspense and add layers of unsettling creepiness through the use of the mythical Wendigo. Is it real? Is it all in the boy's imagination? Is it an externalization of the child's emotional state? <br /><br />Some have quibbled that the film is unsatisfying because it's left to you to decide. Don't be put off by such petty nonsense. A film that makes you think is not one to avoid. It's one to rejoice in.",positive
"This is a thriller with a good concept, good acting, good photography and good intentions all around, but which is confused and disjointed in execution.<br /><br />Garcia stars as John Berlin, an L.A. forensic detective who has moved to a small California town at the behest of a friend of his on the force there. He soon becomes involved in the investigation of an unsolved murder which leads to his theorizing about the existence of a serial killer whom no one else believes in. The known victim is theorized to be blind, which leads to a romance with a blind girl - believed to be a witness - at a nearby school for the blind.<br /><br />Despite a basically intriguing story there were too many quantum leaps and plot holes in this movie where I found myself wondering, 'how the hell did we wind up here?' or 'how did we find this out?' I found it confusing and disjointed, despite the good acting, etc. John Malkovich has a small part toward the end as an F.B.I. investigator out to get Berlin.<br /><br />Not recommended.",negative
"This is one of those cheaply made TV Movies were the characters seem to lose all sense. The premise of the story, the kidnapping of a son by the boy's father,is very good. But the story just seems to beggar belief. Whenever the mother is advised not to do anything you know fine well she is going to do it. It is a bit far fetched and not worthy of a viewing.",negative
"I saw this film when it first came out in the cinema. We were all looking forward to seeing Mark Hamill relaunch his career, but we came out wishing we hadn't bothered. Many people walked out after about half an hour - I wish I had too. The basic premise seems okay, but the plot was ridiculously involved and tortuous, and runs out half way through. Its completely unmemorable, and not a film you want to have paid money to see. If you're really bored and it's on TV, then it'll help you kill a couple of hours (or help you to nod off!). 2/10",negative
"Highly flawed but just about watchable `comedy' that runs like a Farrelly brothers reject. The most criminal thing about it though is the casting. I couldn't for one minute believe Jerry O Connell and Jake Busey in the role of superstuds, who could pull any woman at the drop of a hat, nor could I believe (the very beautiful) Shannon Elizabeth as a streetwise tough cop!. Story is predictable but does manage to raise a titter on a few occasions, although, the `gross out', meant to be `shock comic' scenes, (one involving an amputated testicle, and another set in a sperm bank) are just plain awful. If this film is on TV then its probably worth watching if you are extremely bored, but please don't waste your money renting it!!",negative
"If you are ever in the mood for a truly terrible film, it would be hard to find something that could even compare to this. I have spent a lot of time watching a lot of terrible movies just for the sheer joy I get from it, and man, this is one of the worst. This movie was so bad, I had to buy the third Beastermaster online. That one wasn't as bad, which is amazing since it was straight to video. This is one of those films that is hard to comprehend how it was made in the first place. I mean, someone had to actually have read the script (or many scripts, I'm sure they made several drafts) and said ""Yeah, that's it. Here's some money."" Actually, they probably just wanted to make a Beastmaster 2 before they even had a script, then went with whatever they had. Ack, horrible. So, if you are a fan of really bad movies, watch this one. It is a true classic, and film doesn't get much worse than this. And if it does, please let me know.",negative
"I was so moved by this film in 1981, I went back to the theater four times to see it again! Something I have never done for another film. No movie evokes the feelings of growing up in the 60's like Four Friends. That it so closely approximated my own experiences in the 60's is probably something that many will share. Jodi Thelen is radiantly beautiful and unforgetable! Why she didn't become a major star after this I will never know. The acting by the entire cast is flawless as is Steve Tisch's script. I always wanted to know how much of the story was autobiographical. But alas, Steve is no longer here to answer that question. I have all but worn out my VHS copy of this great movie! Highly recommended!",positive
"I was just looking at the 100 bottom movies according to IMDb users seeing if there was anything to review that I haven't yet and I found this little screen gem. One of those occasions when you see a movie ranked as one of the worst and you just have to be one of the few that actually likes it. Darn, well I guess I will get ridiculed and spat upon here, but for me this was a pretty good flick when I saw it. It has been awhile however, I remember it used to come on HBO late at night and I watched it two or three times and I haven't seen it really since and I would love to watch it again now knowing Jolie was in it. The story follows a cyborg and a guy trying to escape the clutches of this corporation and some bounty hunters after them. I think that is basically all there is to it, throw in a few scenes with Jack Palance and we have our movie. Some good action here and there, and some blood and violence as well. There is also a love story at play as well as the female cyborg and the guy who trained her to fight kind of fall in love with each other. The dialog sometimes becomes rather bad at times and it is by far not a top notch film, but for a b-movie it is really good. I don't know if it was a theatrical release though because it does not seem high quality enough for that, but it does make for one of the better direct to videos if it was one of those.",positive
"Shame to see an interesting story diluted into standard ""Vietnam made for TV"" fare. Usually HBO movies are a substantial cut above TV. Bill Paxton was a pretty good choice for the lead role, but wasn't given much to work with.",negative
"REnted this one accidentally, it was behind the movie box of what i thought i was renting, didn't find out until i got home, watched it anyways. Absolutely FANTASTIC! a wonderful movie, and one of my top three favorite of all time, i recommend it to Everyone!<br /><br />The story is enjoyable and easy to follow, this could have been easily messed up, but the actors and director do a great job of keeping it together.<br /><br />The actors themselves are fantastic, displaying wonderful character and doing a terrific job. <br /><br />Gotta find a copy somewhere...........",positive
Michelle Pfeiffer stars as a mob widow who seeks a normal life but has her hands full with the new boss and an undercover agent. A lighthearted Demme film with some good laughs and Pfeiffer in a comical role that she has fun with..on a scale of one to ten..8,positive
"I got this movie out a week after the death of Ichikawa Kon - I suppose if there is one way to mark the passing of a great director, its to raise a glass of wine to him while watching one of his greatest movies. Ichikawa had one of the finest careers in Japanese film, but as he never had a distinctive style or theme he often seems to be overlooked compared to his near contemporaries such as Ozu and Kurosawa (he was a little younger than them, but not by much). He is one of those directors who defies auteur theories - its likely that his wife (who wrote the screenplay for this and many other of his movies) was as much responsible for the quality of the movies as he was. But at his best, he was as good as any Japanese film maker at the time. In particular, he had great technical skills, allowing him to tell complex stories in an accessible manner. But in terms of theme, this movie could hardly be simpler - war is hell. No really, its seriously hell.<br /><br />Fire on the Plain doesn't follow the normal war genre rules. There is no real beginning - we start as the wretched Tamura, who is a regular private (although it is implied he is more thoughtful and educated than most of the others - at one stage it is shown he understands English, but he clams up when the others ask him how he knows it) is ordered to hospital, as his unit is already in an appalling state. The soldiers are defeated and starving to death. They are no longer an army, just a rag bag group of refugees - hunted by the locals, and pretty much ignored by the Americans, who have bigger fish to fry. Hunger and despair is driving the soldiers to the edge and beyond of madness.<br /><br />In typical Ichikawa style, its not all just grim - its oddly funny in parts (a very black humour of course).<br /><br />The high points of this movie to me are the outstanding performances from the leads and the vivid photography. The characters, in all their humanity, but also their complete loss of humanity, are all too believable. This is that rare film - one which will refuse to erase itself from your head, even if you want to forget it.",positive
"Okay, now I am pretty sure that my summary got your attention and my commenting that Zazu Pitts is Satan is not without some basis. Let me explain. The film at first appears to be a dandy B-movie about an evil organization called ""the Crooked Circle"" and their vow of revenge in the form of murder on a rival organization dedicated to solving crimes. While this is very odd (especially the idea of a club of private citizens who solve crimes) and COULD have been interesting, this film falls apart despite a rather impressive list of familiar supporting actors. Why? Well because Zazu Pitts (never one of my favorite actresses) spends most of the movie whining just like Olive Oyl with a bad toothache!! While murders are being committed, people are being kidnapped or whatever, you can always count on Zazu whining at full volume--almost like someone's obnoxious 3 year-old who wants everyone at a party to pay attention to her! At the same time, she's NOT an integral part of the film but received top billing. Why she is even there is beyond me--I assume it's just to whine and yell. As a result, I found the movie practically unwatchable and it was completely ruined. Now you probably know why I referred to this actress of dubious talent as ""Satan""! I'm sure that when the actors in this film saw the final product, they, too, felt pretty much the same way I did about her horrible overacting and amateurish performance.<br /><br />This film is in the public domain and can be found for free download on the internet. I can see why.",negative
"Not the best of the Lone Star series, but it moves along quickly with good performances. <br /><br />Introduced as ""Singin' Sandy"" in the main title, John Wayne as a 'singing cowboy' isn't successful-- you never even see a front close-up of him while he's 'singing.' The actual singer is the director's son, Bill Bradley, who warbles away sounding like many popular singers of the day such as Hutch or Joseph Wagstaff. <br /><br />The film features: Cecilia Parker (also seen in ""The Lost Jungle"" serial, ""Tombstone Canyon,"" and as older sister Marian in the Andy Hardy movies) doing her best Katherine Hepburn-- ""Really they mustn't; really I'm not""; Al St. John, before he literally became ""Fuzzy"" filling all his available screen time with his characteristic business of hat flipping, head and chin scratching, grimacing, and gawky physical gestures and movements; George (pre-Gabby) Hayes as a gentle pipe smoking father; and Forrest Taylor, minor vet of 395 movies and TV shows, playing the oily villain with string bow tie and prop cigar. <br /><br />Fun or odd moments: Yakima Canutt's great 'under the stagecoach' trick; the 'gay' scene when Singin' Sandy ties Bert and Elmer together face to face, drags them roped to his horse, and dumps them at Kincaid's office, where Kincaid says, ""You're a fine pair of lovebirds!""; Denton's rapturous comment after an atrocious song and guitar playing performance by 'Sandy,' -- ""Ummm. I could listen to that all night!""; Kincaid's reply, We won't go into that,"" after being told by a rancher ""You've got the soul of a snake!""; and, of course, he utters the immortal, ""I've made Denton an offer he can't refuse."" <br /><br />The plot of the movie is saved by Sandy's tricking Kincaid, and later saying the three magic words in many of these films: ""I'm from Washington."" FDR has saved us from the Depression! (Is that why the villains are always either bankers or in real estate?) <br /><br />The shootout sequence is taken from the earlier Bradbury film ""Man from Hell's Edges"" (1932). All of the Lone Star westerns are special because of their unique mixture of interesting characters, the troupe of actors and stunt people, and the spin on the clichés and repetitive back stories and situations. This one ranks a little low, marred by the inappropriate and mis-used ""Singing Cowboy"" gimmick. I'll give it a 4.",negative
"This would have to rate as one of the worst films of all time. The film screened at the Italian Film Festival in Melbourne, Australia. After the screening, not only did I want my money refunded, I wanted the 1.5 wasted hours of my life back too. I have a very broad tolerance level when it comes to the indulgences of some European film-making, but this is one of those films that is selected for festivals based on the reputation of the filmmaker alone. This film is proof that while such selections may satisfy the egos of the film-maker and the selection panel, there is absolutely no joy for the audience. There is no character development whatsoever, the plot is a garbled mess, the style is nonsensical, the shot selection is appalling, and the editing is worse. By the end of the first reel, you'll wonder if you walked into the wrong cinema, and by the end of the third reel, you'll be begging to be put out of your misery. This film is an abomination.",negative
"If this film is an accurate display of J. Smits acting skills, I think he made a big mistake leaving television. Hasn't he watched any films ""starring"" David Caruso, especially ""Cold Around the Heart""? Along the lines of acting ability, what about Mary-Louise, she has done much, much better. Yes, it is a terrible script, ineptly edited, and totally lacking in continuity, but skilled actors can and have overcome similar obstacles. A very big disappointment.",negative
"This was Eddie Robinson's 101st film and his last, and he died of cancer nine days after shooting was complete. All of which makes his key scene in the movie all the more poignant.<br /><br />Although some of the hair and clothing styles are a bit dated (also note the video game shown in the film), but the subject of the film is pretty much timeless. Heston said he had wanted to make the film for some time because he really believed in the dangers of overpopulation.<br /><br />Several things make this film a classic. The story is solid.<br /><br />The acting is top-notch, especially the interplay between Heston and Robinson, with nice performances also by Cotten and Peters.<br /><br />The music is absolutely perfect. The medley of Beethoven, Grieg, and Tchaikovsky combined with the pastoral visual elements make for some truly moving scenes. This was the icing on the cake for the film.<br /><br />And the theme (or the ""point"") of the film is a significant one. Yes, it's a film about overpopulation, but on a more important note it's a cautionary tale about what can go wrong with Man's stewardship of Earth. It's in the subtext that you find the real message of the film. Pay attention to what Sol says about the ""old days"" of the past (which is our present), and note how Thorn is incapable of comprehending what Sol is saying.<br /><br />This film is one of my top sci-fi films of all time.",positive
"THE BROKEN is part of the After Dark Horrorfest III. Not a slasher or filled with gore. Plenty of broken glass and mirrors in this edgy thriller from France and writer/director Sean Ellis. A successful radiologist Gina McVay(Lena Headly)inters a strange world as her life seems to spiral out of control. While attending her father's(Richard Jenkins)birthday party, the guests are stunned when a mirror crashes to the floor for no obvious reason. Things get really strange when she witnesses a woman that is the spitting image of herself driving down a London street in a car identical to her own. Gina sneaks to her doppelganger's apartment and finds a photo of herself with her father. She drives away and is involved in a head on collision. Then mysteriously her boyfriend is not the same; to be exact family and friends are not easy for her to trust. Is Gina beside herself? Is she in a parallel world? Her nightmares become more horrific...is she broken?<br /><br />Kudos if you can figure this one out...it won't be easy. Editing couldn't be any tighter. Lighting is questionable. Other players: Melvil Poupard, William Armstrong, Michelle Duncan and Ulrich Thomsen.",negative
"It Came from Outer Space II is a very good film that has a good cast which includes Brian Kerwin, Elizabeth Peña, Jonathan Carrasco, Adrian Sparks, Bill McKinney, Dean Norris, Dawn Zeek, Lauren Tewes, Mickey Jones, Iilana B'tiste, Jerry Giles, and Howard Morris! The acting by all of these actors is very good. Kerwin and Norris are really excellent in this film. I thought that they performed good. The thrills is really good and some of it is surprising. The movie is filmed very good. The music is great by Shirley Walker. The film is quite interesting and the movie really keeps you going until the end. This is a very good and thrilling film. If you like Brian Kerwin, Elizabeth Peña, Jonathan Carrasco, Adrian Sparks, Bill McKinney, Dean Norris, Dawn Zeek, Lauren Tewes, Mickey Jones, the rest of the cast in the film, Mystery, Sci-Fi, Thrillers, Dramas, and interesting Action films then I strongly recommend you to see this film today! <br /><br />Movie Nuttball's NOTE: <br /><br />I noticed this is the second film that Dean Norris and Mickey Jones were in a movie together. The other being the classic violent epic Total Recall! Funny seeing them in another alien flick! <br /><br />If you like alien movies and/or the subject of aliens I also recommend the following films: The Thing from another World, The Day the Earth Stood Still, War of the Worlds (1953 & 2005), Horror Express, The UFO Incident, Invasion of the Body Snatchers (1978), E.T. the Extra-Terrestrial, John Carpenter's The Thing, Krull, The Return of the Aliens: The Deadly Spawn, Time Walker, My Science Project, Howard the Duck, John, Carpenter's Starman, John Carpenter's They Live, Mac and Me, Explorers, Invaders from Mars, Alien Seed, The Abyss, Communion, Suburban Commando, Fire in the Sky, The Arrival, Mars Attacks! Contact, Men in Black I & 2, Stephen King's Dreamcatcher, Xtro 3: Watch the Skies, Battlefield Earth: A Saga for the year 3000, Stargate, The Puppet Masters, John Carpenter's Village of the Damned, Independence Day, Life Form, Contact, The X-Files: Fight the Future, Roswell: The Aliens Attack, The Faculty, Mission to Mars, Pitch Black, Evolution, K-Pax, Signs, Silent Warnings, The Forgotten, Alien Hunter, Spaceballs, Alien, Aliens, Alien 3, Predator & Predator 2, AVP: Alien Vs. Predator, The entire Star Wars saga (A New Hope, The Empire Strikes Back, The Return of the Jedi (Original and Special Editions!), The Phantom Menace, Attack of the Clones, & Revenge of the Sith), the entire Star Trek movie saga (Star Trek: The Motion Picture, The Wrath of Khan, The Search for Spock, The Voyage Home, The Final Frontier, The Undiscovered Country, Generations, First Contact, Insurrection, & Nemesis) and Stephen King's IT!",positive
"Perhaps this could be the best movie ever made and if it's not it's certainly one of those who are burned onto your pupils as what Brian De Palma delivers here is a great piece of cinematographic artwork. First there is the director's touch of Brian De Palma who proves once again he might be one of the best directors ever, there is the superb performance from Al Pacino who is delivering an immortal hero on the big screen (Tony Montana), there are the many different (violent) scenes that you will never forget (the one with the chainsaw, the one in where Tony is sitting in a bath which is as big as most people's living rooms), there are the many superb one-liners (count how many times the word ""f*ck"" is used), there are the superb little details (the Pan American-globe that screams ""The world is yours"") or the great discomusic from Giorgio Moroder. Nothing can be named that isn't sublime here and it easily is along with ""The Godfather"", ""Good fellas"" and ""White heat"" one of the best gangstermovies ever made!",positive
"I was initially forced to attend by my wife as she is fascinated by the Royal families of Britain and their history, and she won't go to the cinema without me. Although viewers shouldn't expect to be electrified, this film is very well made and the visual aspect is second to none. In many ways it helps dispel the myth that Victoria was the miserable unsmiling dumpy woman usually seen in photographs. She was a bright intelligent and according to the history of her early years, a fun loving happy young woman. Her love of Albert was the essence of true love, and even if you only count the number of children she bore (9), they must have had a passionate relationship. All of this is well borne out in the film. To this end, the cast has been well selected with both Emily Blunt and Rupert Friend giving sound performances as Victoria and Albert.<br /><br />(SPOILER ALERT) The historical accuracy is somewhat questionable as at no time did Prince Albert get shot while defending Victoria. There was at least one assassination attempt when they were out together, but nobody was struck by the shot/s. I also found it odd that little was done to expand on the allegedly intimate relationship between Victoria's mother and Sir John Conroy. It is quite likely that this relationship was the true reason for Victoria's distaste for both her mother and Conroy. I also found it odd that there was an attempt to portray the relationship between Victoria and Lord Melbourne as erring on the romantic, or at least having the potential to become romantic. He was already in his late 50's when Victoria came to the throne, and while marriages between older men and young women were common in that era, the movie portrays Melbourne as being a dashing 30 something and rival to Prince Albert. There were apparently rivals to Albert, but she could never have married even slightly below her station in life, and Albert was one of only a handful who would have been acceptable in any case.<br /><br />All in all I have spent worse times at the cinema, and brownie points with my wife can't be a bad thing either.",positive
"Wow, what a bad film. Not frightening in the least, and barely comprehensible. The plot doesn't hang together at all, and the acting is absolutely appalling. What's that line from a famous critic? ""She runs the emotional gamut from A to B."" Yup. That about sums it up. Not even good for camp value! I wasn't expecting Oscar material, but this? And gosh, her friend's a ghost? You'd have to have the IQ of particularly stupid mollusk not to see that one coming.<br /><br />This film (and I use that word loosely) is an insult to the movie-going public. If only someone involved with it knew how to string together narrative! This gets a 1 out of 10, simply because there's nothing lower. On the bright side--at least it's not a full two hours long.",negative
"Yes, I did, as I sit here red-faced, remembering having felt almost guilty as I watched it a couple of weeks back while my wife chose to watch something as inconsequential (in comparison) as ""Mommie Dearest.""<br /><br />How does one explain the appeal of ""Batman and Robin"" - I mean the only ones who ever really counted, Adam West and Burt Ward. It was a terrible show, with terrible plots and terrible acting - and, oh yes, it was terribly funny! And the same applies to this ""reunion"" and ""flashback"" movie. Adam and Burt are invited to an auction where the old Batmobile is going to be sold off for charity. But it gets stolen, and our pals (as themselves) jump into their old characters' personas (if not their costumes) and head off to find out what's happened. Along the way they reminisce about the series, and we see how it all came together in flashbacks, with Jack Brewer and Jason Marsden playing the young Adam and Burt of the TV series. It really was quite interesting to get some behind the scenes looks at the old series, and Adam and Burt just stepped perfectly back into character (even though they weren't really in character - well, you'd have to watch it to see what I mean.) It was also great to see Julie Newmar and Frank Gorshin.<br /><br />If you're not a fan of the old series, you'll hate this. If - heaven forbid - you actually thought Michael Keaton and George Clooney made acceptable ""Batmans"" then you'll hate this even more. But if you grew up with Adam and Burt and are still willing to admit that you never missed an episode - well, this one's for you.<br /><br />Yes, it's true - 9/10",positive
